Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740410306144,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16028.856628417969,139663.76013183594,105769.94696044922,4568.282958984375,17024311296,8053063680,5470109696,0
200,1740410306145,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,16028.861022949219,139663.80926513672,105770.00006103516,4568.282958984375,17024311296,8053063680,5470105600,0
200,1740410306345,2801,2801,2801,2801,2801,2801,2801,2801,6.70208740234375,5.315925598144531,7.0208587646484375,15.026557922363281,6.5350189208984375,5.278694152832031,9.699249267578125,19.147911071777344,16028.982482910156,139664.6138305664,105770.54382324219,4568.3095703125,17024311296,8053063680,5470887936,0
200,1740410306546,2801,2801,2801,2801,2801,2801,2801,2801,8.799606323242188,11.127700805664063,4.174827575683594,14.667343139648438,9.386871337890625,0.7068557739257813,2.8097915649414063,1.0776214599609375,16029.115539550781,139665.43884277344,105771.22772216797,4568.3095703125,17024311296,8053063680,5475180544,0
200,1740410306746,2801,2801,2801,2801,2801,2801,2801,2801,4.037544250488281,3.2700576782226563,2.9216079711914063,1.0509872436523438,1.3052215576171875,0.557220458984375,3.5220947265625,1.0458526611328125,16029.234313964844,139665.8533935547,105771.4966430664,4568.319152832031,17024311296,8053063680,5469196288,0
200,1740410306947,2801,2801,2801,2801,2801,2801,2801,2801,1.9453353881835938,1.2307968139648438,3.2286300659179688,0.91302490234375,3.9625473022460938,0.8153533935546875,4.013603210449219,0.6690139770507813,16029.343566894531,139666.19818115234,105771.7271118164,4568.319152832031,17024311296,8053063680,5464383488,0
200,1740410307147,2801,2801,2801,2801,2801,2801,2801,2801,5.4886932373046875,4.2339630126953125,4.297386169433594,1.772705078125,1.9926223754882813,2.7407913208007813,4.378150939941406,3.2836151123046875,16029.462707519531,139666.61712646484,105772.04760742188,4568.324523925781,17024311296,8053063680,5458341888,0
200,1740410307348,2801,2801,2801,2801,2801,2801,2801,2801,2.2837448120117188,0.09374237060546875,1.1310348510742188,0.2908477783203125,0,0,0.9333724975585938,0.07791900634765625,16029.572814941406,139666.8861694336,105772.24731445313,4568.326721191406,17024311296,8053063680,5458026496,0
199,1740410307549,2801,2801,2801,2801,2801,2801,2801,2801,2.0206680297851563,3.6604385375976563,1.8535919189453125,0.12835693359375,0.80224609375,1.396759033203125,2.1530609130859375,0.02386474609375,16029.682189941406,139667.2061767578,105772.4585571289,4568.326721191406,17024311296,8053063680,5458202624,0
200,1740410307749,2801,2801,2801,2801,2801,2801,2801,2801,13.53271484375,10.464073181152344,15.89739990234375,12.43896484375,24.517196655273438,13.128547668457031,18.117080688476563,9.331321716308594,16029.837890625,139668.54779052734,105773.61303710938,4568.330810546875,17024311296,8053063680,5462990848,0
200,1740410307949,2801,2801,2801,2801,2801,2801,2801,2801,25.551910400390625,42.603614807128906,26.582382202148438,19.404136657714844,48.32621765136719,15.95111083984375,43.33232498168945,14.900360107421875,16030.084167480469,139671.96618652344,105776.72033691406,4568.3389892578125,17024311296,8053063680,5493166080,0
