Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740332865913,2801,2801,2801,2801,2801,2801,2801,2801,24.887771606445313,0,69.9207992553711,0,28.857498168945313,0,0,0,5647.96142578125,55765.971923828125,45071.919982910156,869.1563720703125,17024311296,8053063680,6317715456,0
200,1740332865914,2801,2801,2801,2801,2801,2801,2801,2801,24.41864013671875,0,99.49520111083984,0,57.095741271972656,0,31.85596466064453,0,5647.965759277344,55766.02258300781,45071.97229003906,869.1563720703125,17024311296,8053063680,6317809664,0
199,1740332866115,2801,2801,2801,2801,2801,2801,2801,2801,9.315010070800781,0.7818069458007813,3.1266937255859375,2.9805068969726563,5.298347473144531,0.9979705810546875,3.2283477783203125,1.5499267578125,5648.103271484375,55766.752990722656,45072.44708251953,869.1880493164063,17024311296,8053063680,6317883392,0
200,1740332866314,2801,2801,2801,2801,2801,2801,2801,2801,3.708892822265625,11.751380920410156,25.388671875,5.862937927246094,7.7360076904296875,0.9171600341796875,11.715599060058594,13.244247436523438,5648.260681152344,55768.329162597656,45073.76678466797,869.1880493164063,17024311296,8053063680,6330134528,0
200,1740332866515,2801,2801,2801,2801,2801,2801,2801,2801,5.624031066894531,60.122013092041016,18.177886962890625,9.219589233398438,15.302604675292969,7.372398376464844,8.487480163574219,4.995735168457031,5648.546203613281,55770.71514892578,45075.752685546875,869.2916870117188,17024311296,8053063680,6320414720,0
199,1740332866715,2801,2801,2801,2801,2801,2801,2801,2801,6.612953186035156,19.31970977783203,3.6259841918945313,0.15155792236328125,4.292732238769531,0.111968994140625,4.653755187988281,1.8471298217773438,5648.705383300781,55771.693603515625,45076.521911621094,869.2916870117188,17024311296,8053063680,6330789888,0
199,1740332866915,2801,2801,2801,2801,2801,2801,2801,2801,4.325714111328125,4.8322601318359375,11.671630859375,3.5251846313476563,3.4225387573242188,4.747459411621094,5.864990234375,3.2215423583984375,5648.845886230469,55772.631286621094,45077.234802246094,869.3136596679688,17024311296,8053063680,6320947200,0
200,1740332867115,2801,2801,2801,2801,2801,2801,2801,2801,6.186988830566406,7.6284942626953125,3.8194198608398438,2.4585494995117188,4.2528228759765625,1.4987640380859375,1.2609481811523438,1.0446243286132813,5648.972595214844,55773.25988769531,45077.67449951172,869.3187866210938,17024311296,8053063680,6320906240,0
200,1740332867316,2801,2801,2801,2801,2801,2801,2801,2801,2.5425643920898438,1.2773666381835938,1.3210906982421875,1.951934814453125,4.4038238525390625,0,2.4244918823242188,0,5649.0950927734375,55773.763244628906,45077.996337890625,869.3187866210938,17024311296,8053063680,6320906240,0
200,1740332867517,2801,2801,2801,2801,2801,2801,2801,2801,1.6199722290039063,2.6708297729492188,3.4095001220703125,2.808074951171875,8.108360290527344,0.771026611328125,1.4070510864257813,1.4741058349609375,5649.2197265625,55774.271911621094,45078.361755371094,869.3237915039063,17024311296,8053063680,6312685568,0
200,1740332867717,2801,2801,2801,2801,2801,2801,2801,2801,3.0802078247070313,2.1430282592773438,2.3704986572265625,0.761444091796875,5.375190734863281,0.32041168212890625,0.9456939697265625,0.37598419189453125,5649.3370361328125,55774.66326904297,45078.61865234375,869.3237915039063,17024311296,8053063680,6314061824,0
200,1740332867918,2801,2801,2801,2801,2801,2801,2801,2801,1.7421798706054688,10.413955688476563,4.822563171386719,2.6896438598632813,2.6372299194335938,1.5833816528320313,2.2747573852539063,0.7242431640625,5649.470275878906,55775.301513671875,45079.14831542969,869.3280639648438,17024311296,8053063680,6323253248,0
200,1740332868118,2801,2801,2801,2801,2801,2801,2801,2801,5.771568298339844,4.8812408447265625,3.0909500122070313,1.4529266357421875,4.574974060058594,1.1910171508789063,4.300453186035156,1.56695556640625,5649.595520019531,55775.87384033203,45079.595153808594,869.33251953125,17024311296,8053063680,6322831360,0
200,1740332868319,2801,2801,2801,2801,2801,2801,2801,2801,1.8961410522460938,1.6567230224609375,2.3495101928710938,0.04772186279296875,6.2043609619140625,0.1717681884765625,2.0148544311523438,0.9571609497070313,5649.716003417969,55776.27178955078,45079.916015625,869.33251953125,17024311296,8053063680,6322864128,0
200,1740332868520,2801,2801,2801,2801,2801,2801,2801,2801,5.777534484863281,19.51458740234375,14.448165893554688,6.240386962890625,10.086196899414063,24.425155639648438,6.69940185546875,4.310691833496094,5649.891906738281,55777.84094238281,45081.31298828125,869.337890625,17024311296,8053063680,6336974848,0
200,1740332868721,2801,2801,2801,2801,2801,2801,2801,2801,3.9409637451171875,74.78736877441406,12.17510986328125,7.437431335449219,10.840003967285156,45.83635711669922,6.612678527832031,12.978408813476563,5650.133056640625,55780.82653808594,45083.994689941406,869.337890625,17024311296,8053063680,6356107264,0
200,1740332868921,2801,2801,2801,2801,2801,2801,2801,2801,41.987701416015625,77.72819519042969,48.3847770690918,46.536224365234375,38.14678192138672,45.985618591308594,44.03103256225586,35.671173095703125,5650.449951171875,55785.01092529297,45087.82891845703,869.34716796875,17024311296,8053063680,6366736384,0
200,1740332869121,2801,2801,2801,2801,2801,2801,2801,2801,37.58268356323242,68.2911376953125,36.24332809448242,22.604408264160156,29.767601013183594,9.492591857910156,27.646507263183594,18.488059997558594,5650.740417480469,55788.527587890625,45090.96179199219,869.396484375,17024311296,8053063680,6393868288,0
200,1740332869322,2801,2801,2801,2801,2801,2801,2801,2801,17.11175537109375,70.12216186523438,26.764404296875,9.233787536621094,47.060062408447266,8.11993408203125,17.177215576171875,28.492713928222656,5651.0704345703125,55792.187255859375,45094.18994140625,869.471435546875,17024311296,8053063680,6410473472,0
200,1740332869523,2801,2801,2801,2801,2801,2801,2801,2801,19.341346740722656,29.683860778808594,25.179122924804688,21.699989318847656,22.865249633789063,8.401695251464844,45.12373352050781,20.4805908203125,5651.357604980469,55795.22521972656,45096.84033203125,869.5130004882813,17024311296,8053063680,6368428032,0
