Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740333708699,2801,2801,2801,2801,2801,2801,2801,2801,0,0,58.81903076171875,0,0,0,0,0,6235.9425048828125,59153.96398925781,47735.466857910156,951.445068359375,17024311296,8053063680,6578229248,0
200,1740333708699,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,6235.9486083984375,59154.02795410156,47735.51837158203,951.445068359375,17024311296,8053063680,6578683904,0
199,1740333708900,2801,2801,2801,2801,2801,2801,2801,2801,7.026344299316406,4.834968566894531,6.155303955078125,7.117462158203125,4.881935119628906,7.725639343261719,6.530364990234375,5.398841857910156,6236.076965332031,59154.50354003906,47735.81219482422,951.4713134765625,17024311296,8053063680,6578458624,0
200,1740333709100,2801,2801,2801,2801,2801,2801,2801,2801,0.19886016845703125,1.5638351440429688,0.47064208984375,0.37224578857421875,0,2.4850616455078125,0,0,6236.191101074219,59154.84704589844,47736.03143310547,951.4752807617188,17024311296,8053063680,6573993984,0
200,1740333709301,2801,2801,2801,2801,2801,2801,2801,2801,13.880203247070313,1.7155532836914063,4.088905334472656,1.2286834716796875,2.9963836669921875,4.8511962890625,1.76226806640625,3.185821533203125,6236.3287353515625,59155.444274902344,47736.46807861328,951.4752807617188,17024311296,8053063680,6574247936,0
200,1740333709501,2801,2801,2801,2801,2801,2801,2801,2801,1.2901382446289063,1.4162673950195313,0.312591552734375,0.18206024169921875,1.95269775390625,2.69580078125,0.6526031494140625,1.7662353515625,6236.438049316406,59155.68371582031,47736.650329589844,951.4752807617188,17024311296,8053063680,6567964672,0
200,1740333709702,2801,2801,2801,2801,2801,2801,2801,2801,5.113761901855469,5.742828369140625,7.620475769042969,0.8037948608398438,3.8328323364257813,3.3163528442382813,4.422706604003906,1.3397674560546875,6236.583190917969,59156.39733886719,47737.15966796875,951.5164794921875,17024311296,8053063680,6567530496,0
200,1740333709903,2801,2801,2801,2801,2801,2801,2801,2801,4.5673828125,3.5767440795898438,9.804161071777344,0.9293441772460938,4.483924865722656,6.687110900878906,5.44525146484375,1.4048538208007813,6236.727478027344,59157.17706298828,47737.751403808594,951.5535278320313,17024311296,8053063680,6567157760,0
199,1740333710103,2801,2801,2801,2801,2801,2801,2801,2801,4.631965637207031,4.417869567871094,7.6056060791015625,1.4982833862304688,4.081398010253906,5.498023986816406,2.6181716918945313,1.837249755859375,6236.872802734375,59157.869384765625,47738.242919921875,951.5934448242188,17024311296,8053063680,6564286464,0
199,1740333710304,2801,2801,2801,2801,2801,2801,2801,2801,3.963043212890625,3.9260940551757813,9.955360412597656,0.43679046630859375,4.016448974609375,7.147712707519531,9.280258178710938,2.0753097534179688,6237.02197265625,59158.862243652344,47739.0078125,951.6265258789063,17024311296,8053063680,6563897344,0
200,1740333710504,2801,2801,2801,2801,2801,2801,2801,2801,6.7869415283203125,3.4857559204101563,9.070724487304688,2.0367050170898438,8.343948364257813,4.455741882324219,3.5205230712890625,4.934700012207031,6237.166442871094,59159.555236816406,47739.5146484375,951.6643676757813,17024311296,8053063680,6564106240,0
200,1740333710704,2801,2801,2801,2801,2801,2801,2801,2801,2.3501129150390625,0.0203094482421875,3.893646240234375,0,2.0115127563476563,2.7258529663085938,1.1978836059570313,2.52374267578125,6237.298645019531,59160.07275390625,47739.88122558594,951.6841430664063,17024311296,8053063680,6564126720,0
200,1740333710905,2801,2801,2801,2801,2801,2801,2801,2801,1.730987548828125,2.4406509399414063,6.5448150634765625,0.22971343994140625,0.8977127075195313,2.1035385131835938,0.7398681640625,0.6899795532226563,6237.4105224609375,59160.434143066406,47740.16326904297,951.6841430664063,17024311296,8053063680,6564126720,0
200,1740333711105,2801,2801,2801,2801,2801,2801,2801,2801,1.6099395751953125,0.836395263671875,3.0447998046875,2.6799240112304688,0.43392181396484375,2.681915283203125,0.6692581176757813,1.2018280029296875,6237.525939941406,59160.767822265625,47740.39569091797,951.6891479492188,17024311296,8053063680,6563753984,0
200,1740333711305,2801,2801,2801,2801,2801,2801,2801,2801,2.9690780639648438,3.4317092895507813,3.3396072387695313,0.7263259887695313,1.9709701538085938,2.05474853515625,0.8038177490234375,0.9800949096679688,6237.6422119140625,59161.12939453125,47740.661193847656,951.6891479492188,17024311296,8053063680,6563753984,0
200,1740333711506,2801,2801,2801,2801,2801,2801,2801,2801,1.613922119140625,0.30877685546875,5.585296630859375,0.16919708251953125,0.6993560791015625,1.870758056640625,1.1511077880859375,0.43280792236328125,6237.7525634765625,59161.42498779297,47740.85729980469,951.6891479492188,17024311296,8053063680,6563733504,0
