Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740404859956,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,11829.072204589844,107409.68463134766,83107.07330322266,3403.5137329101563,17024311296,8053063680,6166540288,0
200,1740404859956,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,11829.078369140625,107409.78936767578,83107.12567138672,3403.5137329101563,17024311296,8053063680,6166564864,0
200,1740404860157,2801,2801,2801,2801,2801,2801,2801,2801,6.9798431396484375,6.1435699462890625,7.5605010986328125,7.738212585449219,6.0875091552734375,5.02142333984375,6.870063781738281,5.912322998046875,11829.213317871094,107412.47290039063,83107.46014404297,3403.5823364257813,17024311296,8053063680,6166376448,0
200,1740404860357,2801,2801,2801,2801,2801,2801,2801,2801,18.485000610351563,0.5830230712890625,10.820770263671875,2.1525726318359375,10.984138488769531,4.472007751464844,1.657989501953125,1.7458724975585938,11829.341186523438,107415.58825683594,83108.29858398438,3403.5823364257813,17024311296,8053063680,6157324288,0
200,1740404860558,2801,2801,2801,2801,2801,2801,2801,2801,12.088394165039063,13.552680969238281,12.410614013671875,5.9039154052734375,29.301437377929688,5.6849212646484375,7.562995910644531,9.092063903808594,11829.530456542969,107419.29028320313,83109.54309082031,3403.7418823242188,17024311296,8053063680,6153523200,0
200,1740404860758,2801,2801,2801,2801,2801,2801,2801,2801,2.941925048828125,2.0933151245117188,4.17950439453125,0.9549636840820313,2.8989181518554688,0.862945556640625,2.2122955322265625,0.64312744140625,11829.656799316406,107421.8071899414,83109.80432128906,3403.7833862304688,17024311296,8053063680,6152630272,0
200,1740404860959,2801,2801,2801,2801,2801,2801,2801,2801,0.5232162475585938,1.2198257446289063,5.5220489501953125,1.9936676025390625,2.7332229614257813,0.19521331787109375,1.4985504150390625,0.33233642578125,11829.767761230469,107424.20959472656,83110.05096435547,3403.7833862304688,17024311296,8053063680,6163243008,0
200,1740404861160,2801,2801,2801,2801,2801,2801,2801,2801,4.780914306640625,0.719818115234375,3.6971206665039063,0.502655029296875,3.1173248291015625,0.4663238525390625,1.6191864013671875,0.7993011474609375,11829.890563964844,107425.4984741211,83110.31524658203,3403.8026123046875,17024311296,8053063680,6162890752,0
199,1740404861361,2801,2801,2801,2801,2801,2801,2801,2801,4.491966247558594,1.5116653442382813,4.685554504394531,2.6293258666992188,6.881072998046875,1.369293212890625,0.6672592163085938,3.8122482299804688,11830.004333496094,107425.98236083984,83110.71899414063,3403.8026123046875,17024311296,8053063680,6139617280,0
200,1740404861561,2801,2801,2801,2801,2801,2801,2801,2801,4.6043548583984375,1.7203445434570313,3.7302932739257813,1.682037353515625,6.643547058105469,1.1935958862304688,3.9239654541015625,1.901214599609375,11830.119140625,107426.29669189453,83110.97692871094,3403.8115234375,17024311296,8053063680,6136532992,0
