Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740401873247,2801,2801,2801,2801,2801,2801,2801,2801,0,100,47.303916931152344,0,51.19312286376953,0,0,0,9514.710876464844,89653.7953491211,70466.5941772461,2808.9197998046875,17024311296,8053063680,5431287808,0
200,1740401873247,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,9514.7177734375,89653.88116455078,70466.66986083984,2808.9197998046875,17024311296,8053063680,5431480320,0
199,1740401873448,2801,2801,2801,2801,2801,2801,2801,2801,3.744140625,29.68372344970703,4.261199951171875,9.303947448730469,4.0611114501953125,2.298126220703125,2.9076995849609375,5.0186767578125,9514.857971191406,89655.06823730469,70467.59295654297,2808.948486328125,17024311296,8053063680,5429899264,0
200,1740401873648,2801,2801,2801,2801,2801,2801,2801,2801,0.9694595336914063,0.6838455200195313,1.1244125366210938,29.543380737304688,1.8910980224609375,4.102569580078125,1.2446517944335938,1.9295501708984375,9514.962707519531,89655.78338623047,70468.1109008789,2808.948486328125,17024311296,8053063680,5429841920,0
200,1740401873849,2801,2801,2801,2801,2801,2801,2801,2801,1.7973709106445313,13.085601806640625,6.001564025878906,17.558021545410156,2.0385894775390625,0.9215774536132813,2.5801239013671875,1.76129150390625,9515.102905273438,89656.71313476563,70468.8139038086,2808.95751953125,17024311296,8053063680,5435088896,0
200,1740401874050,2801,2801,2801,2801,2801,2801,2801,2801,0.9407577514648438,0.6923446655273438,4.27325439453125,2.8291473388671875,0.5655517578125,0.6481857299804688,1.8736419677734375,1.0680999755859375,9515.212280273438,89657.12268066406,70469.0316772461,2808.9613037109375,17024311296,8053063680,5434437632,0
200,1740401874250,2801,2801,2801,2801,2801,2801,2801,2801,3.2976303100585938,2.90057373046875,9.174911499023438,1.8328933715820313,2.9600143432617188,0.47602081298828125,5.694084167480469,2.6810989379882813,9515.337219238281,89657.73876953125,70469.4476928711,2808.9613037109375,17024311296,8053063680,5423644672,0
200,1740401874451,2801,2801,2801,2801,2801,2801,2801,2801,1.3962860107421875,0.43125152587890625,5.602882385253906,1.394439697265625,0.6512832641601563,0.8134231567382813,3.4851455688476563,0.9230880737304688,9515.453002929688,89658.11157226563,70469.71252441406,2808.9657592773438,17024311296,8053063680,5435695104,0
200,1740401874652,2801,2801,2801,2801,2801,2801,2801,2801,0.5256805419921875,1.191925048828125,4.6848602294921875,0.9561309814453125,0.45470428466796875,0.66888427734375,1.4945144653320313,0.40340423583984375,9515.560180664063,89658.34826660156,70469.89562988281,2808.9657592773438,17024311296,8053063680,5435305984,0
200,1740401874852,2801,2801,2801,2801,2801,2801,2801,2801,3.794586181640625,6.404777526855469,3.1876296997070313,14.13189697265625,6.600685119628906,1.917938232421875,8.7381591796875,3.2921600341796875,9515.693115234375,89659.14447021484,70470.52087402344,2808.9703369140625,17024311296,8053063680,5429383168,0
200,1740401875052,2801,2801,2801,2801,2801,2801,2801,2801,25.179458618164063,7.54766845703125,38.34854507446289,10.8470458984375,35.02013397216797,5.566108703613281,40.40080261230469,7.6170654296875,9515.918640136719,89661.90893554688,70472.9779663086,2808.973876953125,17024311296,8053063680,5438320640,0
200,1740401875253,2801,2801,2801,2801,2801,2801,2801,2801,36.201210021972656,15.706375122070313,63.051910400390625,33.12696075439453,45.84992218017578,15.412422180175781,35.120643615722656,18.672653198242188,9516.190124511719,89665.38897705078,70476.12683105469,2808.9920654296875,17024311296,8053063680,5462327296,0
200,1740401875453,2801,2801,2801,2801,2801,2801,2801,2801,39.229061126708984,12.516029357910156,30.46954345703125,34.334136962890625,63.14012908935547,12.661674499511719,32.55286407470703,22.082687377929688,9516.50732421875,89669.04071044922,70479.34576416016,2809.0532836914063,17024311296,8053063680,5474033664,0
200,1740401875653,2801,2801,2801,2801,2801,2801,2801,2801,34.44860076904297,8.048934936523438,49.2725944519043,15.080474853515625,43.540283203125,16.921066284179688,44.6860466003418,14.103019714355469,9516.802062988281,89672.4487915039,70482.35137939453,2809.116455078125,17024311296,8053063680,5463891968,0
200,1740401875854,2801,2801,2801,2801,2801,2801,2801,2801,3.9554672241210938,0.44100189208984375,6.564643859863281,3.9893646240234375,2.7679595947265625,0.448577880859375,8.743881225585938,1.92254638671875,9516.935607910156,89673.04724121094,70482.83087158203,2809.121337890625,17024311296,8053063680,5466230784,0
200,1740401876055,2801,2801,2801,2801,2801,2801,2801,2801,7.1607208251953125,5.407447814941406,4.9531402587890625,30.869216918945313,5.8605499267578125,0.3620452880859375,9.275192260742188,3.343231201171875,9517.111389160156,89674.39599609375,70483.95697021484,2809.121337890625,17024311296,8053063680,5471174656,0
200,1740401876255,2801,2801,2801,2801,2801,2801,2801,2801,15.652702331542969,0.8032379150390625,10.742523193359375,3.1719818115234375,4.621253967285156,1.702880859375,6.3317718505859375,5.852531433105469,9517.253967285156,89675.38134765625,70484.7802734375,2809.1382446289063,17024311296,8053063680,5461819392,0
200,1740401876456,2801,2801,2801,2801,2801,2801,2801,2801,53.73249816894531,3.5999374389648438,44.44612503051758,2.795013427734375,1.6709136962890625,0,0.22895050048828125,0,9517.377807617188,89677.77307128906,70486.91577148438,2809.1428833007813,17024311296,8053063680,5472546816,0
200,1740401876656,2801,2801,2801,2801,2801,2801,2801,2801,10.643310546875,0.6416778564453125,7.530906677246094,86.65611267089844,3.8460464477539063,0.8307418823242188,0.71429443359375,10.05853271484375,9517.514343261719,89680.2504272461,70489.17883300781,2809.1428833007813,17024311296,8053063680,5474729984,0
200,1740401876857,2801,2801,2801,2801,2801,2801,2801,2801,34.41368865966797,24.69788360595703,41.51953125,57.25984573364258,47.95392608642578,36.205223083496094,23.217041015625,23.739830017089844,9517.7509765625,89683.7846069336,70492.40362548828,2809.1478881835938,17024311296,8053063680,5464322048,0
200,1740401877057,2801,2801,2801,2801,2801,2801,2801,2801,32.22541809082031,21.430274963378906,16.71332550048828,5.4424285888671875,86.00074768066406,3.8619537353515625,19.376243591308594,9.897727966308594,9517.922790527344,89686.89971923828,70495.25805664063,2809.1478881835938,17024311296,8053063680,5478330368,0
200,1740401877257,2801,2801,2801,2801,2801,2801,2801,2801,65.68677520751953,35.56584167480469,41.55912399291992,32.51203155517578,42.4845085144043,43.97389602661133,48.20177459716797,35.74833679199219,9518.184997558594,89691.21838378906,70499.24627685547,2809.1561889648438,17024311296,8053063680,5496762368,0
200,1740401877458,2801,2801,2801,2801,2801,2801,2801,2801,59.771995544433594,12.8427734375,100,3.0288925170898438,22.320213317871094,8.20062255859375,28.680328369140625,5.702140808105469,9518.392028808594,89694.9126586914,70502.70385742188,2809.1561889648438,17024311296,8053063680,5500686336,0
