Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740400820051,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,8713.220764160156,83684.59936523438,66347.56268310547,2550.04296875,17024311296,8053063680,6125092864,0
200,1740400820052,2801,2801,2801,2801,2801,2801,2801,2801,100,100,100,100,100,100,100,100,8713.2265625,83684.70526123047,66347.61633300781,2550.04296875,17024311296,8053063680,6125187072,0
199,1740400820253,2801,2801,2801,2801,2801,2801,2801,2801,8.370697021484375,7.410552978515625,8.500511169433594,11.707992553710938,6.120048522949219,5.336250305175781,6.642372131347656,8.521766662597656,8713.369689941406,83687.4644165039,66348.0357055664,2550.1056518554688,17024311296,8053063680,6136778752,0
200,1740400820453,2801,2801,2801,2801,2801,2801,2801,2801,0.7221221923828125,0.9092864990234375,1.65771484375,1.6547775268554688,2.5259552001953125,0.8632583618164063,0.5644912719726563,0.38764190673828125,8713.474609375,83689.82849121094,66348.16650390625,2550.1056518554688,17024311296,8053063680,6131068928,0
200,1740400820653,2801,2801,2801,2801,2801,2801,2801,2801,16.856124877929688,6.2446441650390625,18.60894012451172,7.333915710449219,15.563758850097656,5.8549957275390625,16.198150634765625,7.20684814453125,8713.658752441406,83693.40869140625,66349.33575439453,2550.2647705078125,17024311296,8053063680,6130085888,0
200,1740400820853,2801,2801,2801,2801,2801,2801,2801,2801,1.9585800170898438,0.4784393310546875,6.2175445556640625,1.197113037109375,1.5538864135742188,0,1.2311172485351563,1.8940811157226563,8713.7861328125,83696.00579833984,66349.63500976563,2550.3050537109375,17024311296,8053063680,6130057216,0
200,1740400821054,2801,2801,2801,2801,2801,2801,2801,2801,1.2748947143554688,0.4906158447265625,1.832366943359375,1.4518051147460938,0.8091659545898438,1.6601409912109375,4.19256591796875,1.7164230346679688,8713.897277832031,83697.9808959961,66349.83215332031,2550.3098754882813,17024311296,8053063680,6129930240,0
200,1740400821254,2801,2801,2801,2801,2801,2801,2801,2801,2.7168655395507813,4.236579895019531,4.697944641113281,2.4476852416992188,0.8187408447265625,0.8880386352539063,0.8720321655273438,1.53631591796875,8714.019287109375,83698.53021240234,66350.13952636719,2550.3257446289063,17024311296,8053063680,6131560448,0
200,1740400821455,2801,2801,2801,2801,2801,2801,2801,2801,2.024261474609375,1.5671234130859375,7.223228454589844,3.660186767578125,1.4089431762695313,6.8869476318359375,1.3421401977539063,3.0151214599609375,8714.13330078125,83699.09851074219,66350.53515625,2550.3257446289063,17024311296,8053063680,6105993216,0
199,1740400821656,2801,2801,2801,2801,2801,2801,2801,2801,3.3569183349609375,2.2387466430664063,4.63330078125,3.4133377075195313,4.6977386474609375,4.414436340332031,3.0784759521484375,3.4558029174804688,8714.251342773438,83699.55340576172,66350.92651367188,2550.334716796875,17024311296,8053063680,6106021888,0
200,1740400821855,2801,2801,2801,2801,2801,2801,2801,2801,14.291923522949219,14.796920776367188,23.280929565429688,11.242179870605469,7.324432373046875,74.37089538574219,36.50687026977539,12.327751159667969,8714.495178222656,83702.56433105469,66353.59893798828,2550.35498046875,17024311296,8053063680,6119198720,0
200,1740400822056,2801,2801,2801,2801,2801,2801,2801,2801,31.772903442382813,54.70208740234375,37.68132400512695,39.79046630859375,32.899879455566406,46.04452133178711,28.70867919921875,36.4473991394043,8714.787963867188,83706.64044189453,66357.25909423828,2550.4403076171875,17024311296,8053063680,6122315776,0
200,1740400822256,2801,2801,2801,2801,2801,2801,2801,2801,36.414794921875,42.538414001464844,55.89876937866211,28.33690643310547,33.211753845214844,37.314796447753906,34.98932647705078,44.89532470703125,8715.155517578125,83710.73681640625,66360.79571533203,2550.6091918945313,17024311296,8053063680,6120243200,0
201,1740400822457,2801,2801,2801,2801,2801,2801,2801,2801,23.936607360839844,26.207138061523438,24.15087127685547,31.846824645996094,18.672561645507813,31.44043731689453,28.219627380371094,23.72936248779297,8715.426391601563,83713.82824707031,66363.43951416016,2550.7317504882813,17024311296,8053063680,6130540544,0
200,1740400822658,2801,2801,2801,2801,2801,2801,2801,2801,36.84360122680664,31.81096649169922,32.81116485595703,33.367271423339844,24.238784790039063,73.43079376220703,30.286903381347656,31.882713317871094,8715.704345703125,83717.40051269531,66366.68493652344,2550.7317504882813,17024311296,8053063680,6154878976,0
200,1740400822858,2801,2801,2801,2801,2801,2801,2801,2801,6.2946624755859375,4.0682525634765625,8.401260375976563,3.9192352294921875,11.104705810546875,8.330169677734375,10.770538330078125,4.4280853271484375,8715.845764160156,83718.25677490234,66367.28149414063,2550.7317504882813,17024311296,8053063680,6145486848,0
200,1740400823059,2801,2801,2801,2801,2801,2801,2801,2801,6.7725830078125,1.992889404296875,7.3195953369140625,4.5062408447265625,6.489776611328125,3.6774749755859375,4.292274475097656,10.045707702636719,8715.977661132813,83719.20434570313,66368.02923583984,2550.7371215820313,17024311296,8053063680,6158413824,0
